Electrical Fixture Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assembly Code,Assembly Description,Assembly Name,Circuit Number,Classification Number,Classification Title,Comments,Cost,Count,Description,Electrical Data,Elevation from Level,Enlarged Views Only,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Family,Family and Type,IFC Predefined Type,IfcGUID,Image,Keynote,Level,Manufacturer,Mark,Model,Panel,Phase Created,Phase Demolished,Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,URL
,,,3,23.80.50.11.17,,,,1,,120 V/1-360 VA,3' - 6",,,,,By Type,,Default,,Quadruplex Receptacle,Quadruplex Receptacle: Plain,,01rOGBYFL9IBD8p4B5gTeX,,,L1 - Block 37,,183,,P108,New Construction,None,Plain,,,3LPhih2fj8yueK3tIyLgYM,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-360 VA,3' - 6",,,,,By Type,,Default,,Quadruplex Receptacle,Quadruplex Receptacle: Plain,,01rOGBYFL9IBD8p4B5gTf$,,,L1 - Block 37,,184,,P108,New Construction,None,Plain,,,3LPhih2fj8yueK3tIyLgYM,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-360 VA,3' - 6",,,,,By Type,,Default,,Quadruplex Receptacle,Quadruplex Receptacle: Plain,,01rOGBYFL9IBD8p4B5gTgB,,,L1 - Block 37,,185,,P108,New Construction,None,Plain,,,3LPhih2fj8yueK3tIyLgYM,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-360 VA,3' - 6",,,,,By Type,,Default,,Quadruplex Receptacle,Quadruplex Receptacle: Plain,,01rOGBYFL9IBD8p4B5gTh5,,,L1 - Block 37,,186,,P108,New Construction,None,Plain,,,3LPhih2fj8yueK3tIyLgYM,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-360 VA,3' - 6",,,,,By Type,,Default,,Quadruplex Receptacle,Quadruplex Receptacle: Plain,,01rOGBYFL9IBD8p4B5gTbg,,,L1 - Block 37,,187,,P108,New Construction,None,Plain,,,3LPhih2fj8yueK3tIyLgYM,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-360 VA,3' - 0",,,,,By Type,,Default,,Quadruplex Receptacle,Quadruplex Receptacle: Plain,,01rOGBYFL9IBD8p4B5gTdi,,,L1 - Block 37,,188,,P108,New Construction,None,Plain,,,3LPhih2fj8yueK3tIyLgYM,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",Yes,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,0RNLWCuDTCeO5uAjYZaJqS,,,L1 - Block 35,,189,,P102,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",Yes,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,0RNLWCuDTCeO5uAjYZaJr$,,,L1 - Block 35,,190,,P102,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,21,23.45.70.11,,,,1,,120 V/1-1725 VA,3' - 4",,,,,By Type,,Default,,Hand Dryer,Hand Dryer: 120 V,,0RNLWCuDTCeO5uAjYZaKQA,,,L1 - Block 35,,191,,P102,New Construction,None,120 V,,,0RNLWCuDTCeO5uAjYZaKT3,,,
,,,21,23.45.70.11,,,,1,,120 V/1-1725 VA,3' - 4",,,,,By Type,,Default,,Hand Dryer,Hand Dryer: 120 V,,0RNLWCuDTCeO5uAjYZaKR2,,,L1 - Block 35,,192,,P102,New Construction,None,120 V,,,0RNLWCuDTCeO5uAjYZaKT3,,,
,,,2,4,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",Yes,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,0RNLWCuDTCeO5uAjYZaKGX,,,L1 - Block 35,,193,,P102,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,3,5,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",Yes,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,0RNLWCuDTCeO5uAjYZaKGK,,,L1 - Block 35,,194,,P102,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,6,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",Yes,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0RNLWCuDTCeO5uAjYZaKix,,,L1 - Block 35,,195,,P102,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,6,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",Yes,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0RNLWCuDTCeO5uAjYZaKjd,,,L1 - Block 35,,196,,P102,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,6,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",Yes,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0RNLWCuDTCeO5uAjYZaKh9,,,L1 - Block 35,,197,,P102,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,6,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",Yes,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0RNLWCuDTCeO5uAjYZaKfz,,,L1 - Block 35,,198,,P102,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,11,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",Yes,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0RNLWCuDTCeO5uAjYZaKd0,,,L1 - Block 35,,199,,P102,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,11,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",Yes,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0RNLWCuDTCeO5uAjYZaKas,,,L1 - Block 35,,200,,P102,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,11,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",Yes,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0RNLWCuDTCeO5uAjYZaKWB,,,L1 - Block 35,,201,,P102,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,11,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",Yes,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0RNLWCuDTCeO5uAjYZaK$w,,,L1 - Block 35,,202,,P102,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,11,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",Yes,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0RNLWCuDTCeO5uAjYZaKy7,,,L1 - Block 35,,203,,P102,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,11,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",Yes,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0RNLWCuDTCeO5uAjYZaKzW,,,L1 - Block 35,,204,,P102,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,11,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",Yes,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0RNLWCuDTCeO5uAjYZaKzH,,,L1 - Block 35,,205,,P102,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,10,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",Yes,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0RNLWCuDTCeO5uAjYZaKqe,,,L1 - Block 35,,206,,P102,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,10,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",Yes,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0RNLWCuDTCeO5uAjYZaKq$,,,L1 - Block 35,,207,,P102,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,8,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",Yes,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0RNLWCuDTCeO5uAjYZaKm7,,,L1 - Block 35,,208,,P102,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,7,9,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",Yes,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,0RNLWCuDTCeO5uAjYZaKn$,,,L1 - Block 35,,209,,P102,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",Yes,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0RNLWCuDTCeO5uAjYZaLC0,,,L1 - Block 35,,210,,,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",Yes,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0RNLWCuDTCeO5uAjYZaLCS,,,L1 - Block 35,,211,,,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,12,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",Yes,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0RNLWCuDTCeO5uAjYZaL9z,,,L1 - Block 35,,212,,P102,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,12,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",Yes,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0RNLWCuDTCeO5uAjYZaL6k,,,L1 - Block 35,,213,,P102,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,14,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,29mT44h817A9WrvdQDqHpe,,,L5,,214,,P406,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,12,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Counter Top,,29mT44h817A9WrvdQDqHzP,,,L5,,215,,P406,New Construction,None,Counter Top,,,2CTEMFkBXCdewbyEowT_As,,,
,,,11,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,29mT44h817A9WrvdQDqHyz,,,L5,,216,,P406,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,13,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,29mT44h817A9WrvdQDqHuG,,,L5,,217,,P406,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,15,17,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,29mT44h817A9WrvdQDqH5L,,,L5,,218,,P406,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,29mT44h817A9WrvdQDqH6B,,,L5,,219,,P501,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Weather Proof Receptacle,Weather Proof Receptacle: Standard,,29mT44h817A9WrvdQDqH1v,,,L5,,220,,P504,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLrJ3,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Weather Proof Receptacle,Weather Proof Receptacle: Standard,,29mT44h817A9WrvdQDqH3G,,,L4,,221,,P401,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLrJ3,,,
,,,6,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Weather Proof Receptacle,Weather Proof Receptacle: Standard,,29mT44h817A9WrvdQDqH3m,,,L4,,222,,P410,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLrJ3,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Weather Proof Receptacle,Weather Proof Receptacle: Standard,,29mT44h817A9WrvdQDqHAD,,,L3,,223,,P307,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLrJ3,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Weather Proof Receptacle,Weather Proof Receptacle: Standard,,29mT44h817A9WrvdQDqHLd,,,L3,,225,,P301,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLrJ3,,,
,,,5,7,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,29mT44h817A9WrvdQDqHJR,,,L3,,226,,P304,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,6,8,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,29mT44h817A9WrvdQDqHTl,,,L3,,227,,P309,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,5,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,29mT44h817A9WrvdQDqHUr,,,L3,,228,,P309,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,29mT44h817A9WrvdQDqIaE,,,L3,,229,,P309,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,29mT44h817A9WrvdQDqIak,,,L3,,230,,P309,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,29mT44h817A9WrvdQDqIdz,,,L3,,231,,P309,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,29mT44h817A9WrvdQDqIXU,,,L3,,232,,P309,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,29mT44h817A9WrvdQDqIXn,,,L3,,233,,P308,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,29mT44h817A9WrvdQDqIZr,,,L3,,234,,P308,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,29mT44h817A9WrvdQDqIYq,,,L3,,235,,P308,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,29mT44h817A9WrvdQDqIji,,,L3,,236,,P308,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,5,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,29mT44h817A9WrvdQDqIkz,,,L3,,237,,P308,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,6,8,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,29mT44h817A9WrvdQDqIhc,,,L3,,238,,P308,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Counter Top,,29mT44h817A9WrvdQDqIrB,,,L3,,239,,P308,New Construction,None,Counter Top,,,2CTEMFkBXCdewbyEowT_As,,,
,,,4,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,29mT44h817A9WrvdQDqIq9,,,L3,,240,,P308,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,29mT44h817A9WrvdQDqItZ,,,L3,,241,,P308,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Counter Top,,29mT44h817A9WrvdQDqIzh,,,L3,,242,,P306,New Construction,None,Counter Top,,,2CTEMFkBXCdewbyEowT_As,,,
,,,4,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,29mT44h817A9WrvdQDqI_W,,,L3,,243,,P306,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,29mT44h817A9WrvdQDqIxP,,,L3,,244,,P306,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,6,8,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,29mT44h817A9WrvdQDqIxz,,,L3,,245,,P306,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,5,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,29mT44h817A9WrvdQDqI6j,,,L3,,246,,P306,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,5,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,29mT44h817A9WrvdQDqI3e,,,L3,,247,,P306,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,29mT44h817A9WrvdQDqI3m,,,L3,,248,,P306,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,29mT44h817A9WrvdQDqI2T,,,L3,,249,,P306,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,29mT44h817A9WrvdQDqIDv,,,L3,,250,,P306,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,29mT44h817A9WrvdQDqIES,,,L3,,251,,P306,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,29mT44h817A9WrvdQDqI91,,,L3,,252,,P306,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,29mT44h817A9WrvdQDqIBs,,,L3,,253,,P306,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,29mT44h817A9WrvdQDqIAn,,,L3,,254,,P306,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,29mT44h817A9WrvdQDqIGz,,,L3,,255,,P306,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0InKO$aSz2yQz3IoT3qxkD,,,L3,,257,,P304,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0InKO$aSz2yQz3IoT3qxiq,,,L3,,258,,P304,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0InKO$aSz2yQz3IoT3qxhD,,,L3,,259,,P304,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0InKO$aSz2yQz3IoT3qxfD,,,L3,,260,,P304,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0InKO$aSz2yQz3IoT3qxtw,,,L3,,261,,P304,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0InKO$aSz2yQz3IoT3qxrZ,,,L3,,262,,P304,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,4,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,0InKO$aSz2yQz3IoT3qx_B,,,L3,,263,,P304,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Counter Top,,0InKO$aSz2yQz3IoT3qx2J,,,L3,,264,,P304,New Construction,None,Counter Top,,,2CTEMFkBXCdewbyEowT_As,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,0InKO$aSz2yQz3IoT3qx1Q,,,L3,,265,,P304,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,6,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,0InKO$aSz2yQz3IoT3qxEY,,,L3,,266,,P304,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Counter Top,,0InKO$aSz2yQz3IoT3qxGY,,,L3,,267,,P303,New Construction,None,Counter Top,,,2CTEMFkBXCdewbyEowT_As,,,
,,,4,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,0InKO$aSz2yQz3IoT3qxTB,,,L3,,268,,P303,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,0InKO$aSz2yQz3IoT3qxRV,,,L3,,269,,P303,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0InKO$aSz2yQz3IoT3qae3,,,L3,,270,,P303,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0InKO$aSz2yQz3IoT3qatg,,,L3,,271,,P303,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0InKO$aSz2yQz3IoT3qasb,,,L3,,272,,P303,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0InKO$aSz2yQz3IoT3qaos,,,L3,,273,,P303,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0InKO$aSz2yQz3IoT3qank,,,L3,,274,,,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0InKO$aSz2yQz3IoT3qa_u,,,L3,,275,,P303,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
