Electrical Fixture Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assembly Code,Assembly Description,Assembly Name,Circuit Number,Classification Number,Classification Title,Comments,Cost,Count,Description,Electrical Data,Elevation from Level,Enlarged Views Only,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Family,Family and Type,IFC Predefined Type,IfcGUID,Image,Keynote,Level,Manufacturer,Mark,Model,Panel,Phase Created,Phase Demolished,Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,URL
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,3IPTUVRvP2tRVKLJVNSDtd,,,L4,,371,,P409,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Counter Top,,3IPTUVRvP2tRVKLJVNSDtk,,,L4,,372,,P409,New Construction,None,Counter Top,,,2CTEMFkBXCdewbyEowT_As,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,3IPTUVRvP2tRVKLJVNSDtE,,,L4,,373,,P409,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,3IPTUVRvP2tRVKLJVNSDt9,,,L4,,374,,P409,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,3IPTUVRvP2tRVKLJVNSDrL,,,L4,,375,,P409,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,3IPTUVRvP2tRVKLJVNSDyp,,,L4,,376,,P409,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,3IPTUVRvP2tRVKLJVNSDwo,,,L4,,377,,P409,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,05XMGzJWf6AfkRoScSdiI6,,,L4,,378,,P407,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,5,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,05XMGzJWf6AfkRoScSdiGq,,,L4,,379,,P407,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,4,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Counter Top,,05XMGzJWf6AfkRoScSdiG$,,,L4,,380,,P407,New Construction,None,Counter Top,,,2CTEMFkBXCdewbyEowT_As,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,05XMGzJWf6AfkRoScSdiNj,,,L4,,381,,P407,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,05XMGzJWf6AfkRoScSdiMp,,,L4,,382,,P407,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,05XMGzJWf6AfkRoScSdiR3,,,L4,,383,,P407,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,05XMGzJWf6AfkRoScSdiQj,,,L4,,384,,P407,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,05XMGzJWf6AfkRoScSdiO_,,,L4,,385,,P407,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,05XMGzJWf6AfkRoScSdiUv,,,L4,,386,,P407,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,05XMGzJWf6AfkRoScSdiS5,,,L4,,387,,P407,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,05XMGzJWf6AfkRoScSdi3E,,,L4,,388,,P407,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,05XMGzJWf6AfkRoScSdju9,,,L4,,389,,P407,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,05XMGzJWf6AfkRoScSdjuh,,,L4,,390,,P407,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,6,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,05XMGzJWf6AfkRoScSdjzg,,,L4,,391,,P407,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,6,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,05XMGzJWf6AfkRoScSdjyA,,,L4,,392,,P407,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,7,9,23.80.50.11.17,,,,1,,220 V/2-180 VA,4' - 0",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,05XMGzJWf6AfkRoScSdjYE,,,L4,,393,,P407,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,3lWwpBK5z9JPkrwYdL1Wuv,,,L4,,394,,P405,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,3lWwpBK5z9JPkrwYdL1WxT,,,L4,,395,,P405,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,3lWwpBK5z9JPkrwYdL1WwZ,,,L4,,396,,P405,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,3lWwpBK5z9JPkrwYdL1Wyq,,,L4,,397,,,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,5,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,3lWwpBK5z9JPkrwYdL1W1y,,,L4,,398,,P405,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,5,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,3lWwpBK5z9JPkrwYdL1W7X,,,L4,,399,,P405,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,6,8,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3lWwpBK5z9JPkrwYdL1W99,,,L4,,400,,P405,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,4,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,3lWwpBK5z9JPkrwYdL1WHs,,,L4,,401,,P405,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,3lWwpBK5z9JPkrwYdL1WI0,,,L4,,402,,P405,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Counter Top,,3lWwpBK5z9JPkrwYdL1WI7,,,L4,,403,,P405,New Construction,None,Counter Top,,,2CTEMFkBXCdewbyEowT_As,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,3lWwpBK5z9JPkrwYdL1WL0,,,L4,,404,,P405,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,3lWwpBK5z9JPkrwYdL1WLH,,,L4,,405,,P405,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,3lWwpBK5z9JPkrwYdL1WM4,,,L4,,406,,P405,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2cEKjkCazCzf9rl4D$rx2F,,,L4,,407,,P403,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2cEKjkCazCzf9rl4D$rx2I,,,L4,,408,,P403,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2cEKjkCazCzf9rl4D$rx09,,,L4,,409,,P403,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2cEKjkCazCzf9rl4D$rx6v,,,L4,,410,,P403,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2cEKjkCazCzf9rl4D$rx71,,,L4,,411,,P403,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2cEKjkCazCzf9rl4D$rx5D,,,L4,,412,,P403,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,5,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,2cEKjkCazCzf9rl4D$rxBr,,,L4,,413,,P403,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,7,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2cEKjkCazCzf9rl4D$rxID,,,L4,,414,,P403,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2cEKjkCazCzf9rl4D$rxG5,,,L4,,415,,P403,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2cEKjkCazCzf9rl4D$rxMm,,,L4,,416,,P403,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2cEKjkCazCzf9rl4D$rxKC,,,L4,,417,,P403,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,4,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Counter Top,,2cEKjkCazCzf9rl4D$rxQq,,,L4,,418,,P403,New Construction,None,Counter Top,,,2CTEMFkBXCdewbyEowT_As,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,2cEKjkCazCzf9rl4D$rxRD,,,L4,,419,,P403,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,6,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,2cEKjkCazCzf9rl4D$rxOw,,,L4,,420,,P403,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,6,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,2cEKjkCazCzf9rl4D$rxPL,,,L4,,421,,P403,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,4,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Flush Valve,,2CTEMFkBXCdewbyEowT_1l,,,L3,,422,,P301,New Construction,None,Flush Valve,Circuit and wiring for flush valve,,2CTEMFkBXCdewbyEowT_2E,,,
,,,8,23.80.50.11.17,,,,1,,120 V/1-180 VA,3' - 0",,,,,By Type,,Default,,Weather Proof Receptacle,Weather Proof Receptacle: Standard,,3yjE$4O0vCHQNdwFHeq1Pk,,,L5,,423,,P507,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLrJ3,,,
,,,4,23.80.50.11.17,,,,1,,120 V/1-180 VA,3' - 0",,,,,By Type,,Default,,Weather Proof Receptacle,Weather Proof Receptacle: Standard,,3yjE$4O0vCHQNdwFHeq1Pz,,,L5,,424,,P500,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLrJ3,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-180 VA,3' - 0",,,,,By Type,,Default,,Weather Proof Receptacle,Weather Proof Receptacle: Standard,,3yjE$4O0vCHQNdwFHeq0Zn,,,L5,,425,,P500,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLrJ3,,,
,,,10,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2wTdTK0a92be$dZ8OoEjII,,,L5,,426,,P406,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,10,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2wTdTK0a92be$dZ8OoEjDr,,,L5,,427,,P406,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,10,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2wTdTK0a92be$dZ8OoEjEx,,,L5,,428,,P406,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,10,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2wTdTK0a92be$dZ8OoEj8a,,,L5,,429,,P406,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,10,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2wTdTK0a92be$dZ8OoEj4m,,,L5,,430,,P406,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,10,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2wTdTK0a92be$dZ8OoEj78,,,L5,,431,,P406,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2wTdTK0a92be$dZ8OoEjzH,,,L5,,432,,P501,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2wTdTK0a92be$dZ8OoEjyW,,,L5,,433,,P501,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2wTdTK0a92be$dZ8OoEju_,,,L5,,434,,P501,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2wTdTK0a92be$dZ8OoEjxi,,,L5,,435,,P501,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2wTdTK0a92be$dZ8OoEjst,,,L5,,436,,P501,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2wTdTK0a92be$dZ8OoEjsL,,,L5,,437,,P501,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2wTdTK0a92be$dZ8OoEjpn,,,L5,,438,,P501,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2wTdTK0a92be$dZ8OoEjoK,,,L5,,439,,P501,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2wTdTK0a92be$dZ8OoEjiu,,,L5,,440,,P501,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2wTdTK0a92be$dZ8OoEjkh,,,L5,,441,,P501,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2wTdTK0a92be$dZ8OoEjg3,,,L5,,442,,P501,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,02e6XoJcr0ZhJ0cS3roUyW,,,R2,,443,,P-Roof,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,02e6XoJcr0ZhJ0cS3roUy4,,,R2,,444,,P-Roof,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,02e6XoJcr0ZhJ0cS3roUme,,,R2,,445,,P-Roof,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,2bNRZgBBDBeQaLEE6xLbMu,,,L1 - Block 37,,446,,P105,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,2bNRZgBBDBeQaLEE6xLbPj,,,L1 - Block 37,,447,,P105,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,20,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",Yes,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Flush Valve,,2bNRZgBBDBeQaLEE6xLb0H,,,L1 - Block 35,,448,,P102,New Construction,None,Flush Valve,Circuit and wiring for flush valve,,2CTEMFkBXCdewbyEowT_2E,,,
,,,20,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",Yes,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Flush Valve,,2bNRZgBBDBeQaLEE6xLb3G,,,L1 - Block 35,,449,,P102,New Construction,None,Flush Valve,Circuit and wiring for flush valve,,2CTEMFkBXCdewbyEowT_2E,,,
,,,4,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Flush Valve,,2bNRZgBBDBeQaLEE6xLb54,,,L1 - Block 43,,450,,P109,New Construction,None,Flush Valve,Circuit and wiring for flush valve,,2CTEMFkBXCdewbyEowT_2E,,,
,,,4,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Flush Valve,,2bNRZgBBDBeQaLEE6xLb7r,,,L1 - Block 43,,451,,P109,New Construction,None,Flush Valve,Circuit and wiring for flush valve,,2CTEMFkBXCdewbyEowT_2E,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Flush Valve,,2bNRZgBBDBeQaLEE6xLbA0,,,L1 - Block 37,,452,,P105,New Construction,None,Flush Valve,Circuit and wiring for flush valve,,2CTEMFkBXCdewbyEowT_2E,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Flush Valve,,2bNRZgBBDBeQaLEE6xLbAM,,,L1 - Block 37,,453,,P105,New Construction,None,Flush Valve,Circuit and wiring for flush valve,,2CTEMFkBXCdewbyEowT_2E,,,
,,,6,23.80.50.11.17,,,,1,,120 V/1-180 VA,3' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2bNRZgBBDBeQaLEE6xLbE6,,,L1 - Block 37,,454,,P106/7,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,6,23.80.50.11.17,,,,1,,120 V/1-180 VA,3' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2bNRZgBBDBeQaLEE6xLbEG,,,L1 - Block 37,,455,,P106/7,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,6,23.80.50.11.17,,,,1,,120 V/1-180 VA,3' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2bNRZgBBDBeQaLEE6xLbmt,,,L1 - Block 37,,456,,P106/7,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,6,23.80.50.11.17,,,,1,,120 V/1-180 VA,3' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2bNRZgBBDBeQaLEE6xLbpV,,,L1 - Block 37,,457,,P106/7,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,4,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Flush Valve,,2OS$VukoL3BfybtdaElCNF,,,L1 - Block 37,,458,,P108,New Construction,None,Flush Valve,Circuit and wiring for flush valve,,2CTEMFkBXCdewbyEowT_2E,,,
,,,4,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Flush Valve,,2OS$VukoL3BfybtdaElCMy,,,L1 - Block 37,,459,,P108,New Construction,None,Flush Valve,Circuit and wiring for flush valve,,2CTEMFkBXCdewbyEowT_2E,,,
,,,7,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2OS$VukoL3BfybtdaElC1Q,,,L1 - Block 37,,460,,P106/7,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
