Lighting Fixture Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apparent Power,Assembly Code,Assembly Description,Assembly Name,Ballast Loss,Circuit Number,Classification Number,Classification Title,Coefficient of Utilization,Comments,Cost,Count,Description,Efficacy,Electrical Data,Elevation from Level,Enlarged Views Only,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Family,Family and Type,IFC Predefined Type,IfcGUID,Illuminance,Image,Initial Color Temperature,Keynote,Lamp,Lamp Lumen Depreciation,Lamp Tilt Loss,Length,Level,Luminaire Dirt Depreciation,Luminous Flux,Luminous Intensity,Manufacturer,Mark,Model,Panel,Phase Created,Phase Demolished,Surface Depreciation Loss,Switch ID,Temperature Loss,Total Light Loss Factor,Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,URL,Voltage Loss,Wattage,Wattage Comments,Width
,,,,,15,,,,,,1,,149 lm/W,120 V/1-180 VA,10' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 5" H,,1wejEoruvD5hQq7iipxy6M,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,90,,P102,New Construction,None,,,,1,18" D x 5" H,,,1wejEoruvD5hQq7iipxxg5,,F12,,,9 W,,1' - 6"
,,,,,15,,,,,,1,,149 lm/W,120 V/1-180 VA,10' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 5" H,,1wejEoruvD5hQq7iipxy6K,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,91,,P102,New Construction,None,,,,1,18" D x 5" H,,,1wejEoruvD5hQq7iipxxg5,,F12,,,9 W,,1' - 6"
,,,,,15,,,,,,1,,149 lm/W,120 V/1-180 VA,10' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 5" H,,1wejEoruvD5hQq7iipxy6I,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,92,,P102,New Construction,None,,,,1,18" D x 5" H,,,1wejEoruvD5hQq7iipxxg5,,F12,,,9 W,,1' - 6"
,,,,,15,,,,,,1,,149 lm/W,120 V/1-180 VA,10' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 5" H,,1wejEoruvD5hQq7iipxy6G,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,93,,P102,New Construction,None,,,,1,18" D x 5" H,,,1wejEoruvD5hQq7iipxxg5,,F12,,,9 W,,1' - 6"
,,,,,15,,,,,,1,,149 lm/W,120 V/1-180 VA,10' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 5" H,,1wejEoruvD5hQq7iipxy6U,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,94,,P102,New Construction,None,,,,1,18" D x 5" H,,,1wejEoruvD5hQq7iipxxg5,,F12,,,9 W,,1' - 6"
,,,,,16,,,,,,1,,149 lm/W,120 V/1-180 VA,10' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 5" H,,1wejEoruvD5hQq7iipxy6S,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,95,,P102,New Construction,None,,,,1,18" D x 5" H,,,1wejEoruvD5hQq7iipxxg5,,F12,,,9 W,,1' - 6"
,,,,,17,,,,,,1,,149 lm/W,120 V/1-180 VA,10' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 5" H,,1wejEoruvD5hQq7iipxy6Q,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,96,,P102,New Construction,None,,,,1,18" D x 5" H,,,1wejEoruvD5hQq7iipxxg5,,F12,,,9 W,,1' - 6"
,,,,,17,,,,,,1,,149 lm/W,120 V/1-180 VA,10' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 5" H,,1wejEoruvD5hQq7iipxy6O,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,97,,P102,New Construction,None,,,,1,18" D x 5" H,,,1wejEoruvD5hQq7iipxxg5,,F12,,,9 W,,1' - 6"
,,,,,17,,,,,,1,,149 lm/W,120 V/1-180 VA,10' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 5" H,,1wejEoruvD5hQq7iipxy6c,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,98,,P102,New Construction,None,,,,1,18" D x 5" H,,,1wejEoruvD5hQq7iipxxg5,,F12,,,9 W,,1' - 6"
,,,,,17,,,,,,1,,149 lm/W,120 V/1-180 VA,10' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 5" H,,1wejEoruvD5hQq7iipxy6a,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,99,,P102,New Construction,None,,,,1,18" D x 5" H,,,1wejEoruvD5hQq7iipxxg5,,F12,,,9 W,,1' - 6"
,,,,,16,,,,,,1,,149 lm/W,120 V/1-180 VA,10' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 5" H,,1wejEoruvD5hQq7iipxy6Y,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,100,,P102,New Construction,None,,,,1,18" D x 5" H,,,1wejEoruvD5hQq7iipxxg5,,F12,,,9 W,,1' - 6"
,,,,,16,,,,,,1,,149 lm/W,120 V/1-180 VA,10' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 5" H,,1wejEoruvD5hQq7iipxy6W,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,101,,P102,New Construction,None,,,,1,18" D x 5" H,,,1wejEoruvD5hQq7iipxxg5,,F12,,,9 W,,1' - 6"
,,,,,9,,,,,,1,,149 lm/W,120 V/1-180 VA,10' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 15" H,,1wejEoruvD5hQq7iipxy6k,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,102,,P203,New Construction,None,,,,1,18" D x 15" H,,,1wejEoruvD5hQq7iipxxg3,,F2,,,9 W,,1' - 6"
,,,,,8,,,,,,1,,149 lm/W,120 V/1-180 VA,10' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 15" H,,1wejEoruvD5hQq7iipxy6i,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,103,,P203,New Construction,None,,,,1,18" D x 15" H,,,1wejEoruvD5hQq7iipxxg3,,F2,,,9 W,,1' - 6"
,,,,,9,,,,,,1,,149 lm/W,120 V/1-180 VA,10' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 15" H,,1wejEoruvD5hQq7iipxy6g,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,104,,P203,New Construction,None,,,,1,18" D x 15" H,,,1wejEoruvD5hQq7iipxxg3,,F2,,,9 W,,1' - 6"
,,,,,7,,,,,,1,,149 lm/W,120 V/1-180 VA,10' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 15" H,,1wejEoruvD5hQq7iipxy6e,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,105,,P205,New Construction,None,,,,1,18" D x 15" H,,,1wejEoruvD5hQq7iipxxg3,,F2,,,9 W,,1' - 6"
,,,,,7,,,,,,1,,149 lm/W,120 V/1-180 VA,10' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 15" H,,1wejEoruvD5hQq7iipxy6s,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,106,,P205,New Construction,None,,,,1,18" D x 15" H,,,1wejEoruvD5hQq7iipxxg3,,F2,,,9 W,,1' - 6"
,,,,,7,,,,,,1,,149 lm/W,120 V/1-180 VA,10' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 15" H,,1wejEoruvD5hQq7iipxy6q,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,107,,P205,New Construction,None,,,,1,18" D x 15" H,,,1wejEoruvD5hQq7iipxxg3,,F2,,,9 W,,1' - 6"
,,,,,7,,,,,,1,,149 lm/W,120 V/1-180 VA,10' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 15" H,,1wejEoruvD5hQq7iipxy6o,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,108,,P205,New Construction,None,,,,1,18" D x 15" H,,,1wejEoruvD5hQq7iipxxg3,,F2,,,9 W,,1' - 6"
,,,,,7,,,,,,1,,149 lm/W,120 V/1-180 VA,10' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 15" H,,1wejEoruvD5hQq7iipxy6m,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,109,,P205,New Construction,None,,,,1,18" D x 15" H,,,1wejEoruvD5hQq7iipxxg3,,F2,,,9 W,,1' - 6"
,,,,,10,,,,,,1,,149 lm/W,120 V/1-180 VA,10' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 15" H,,1wejEoruvD5hQq7iipxy6_,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,110,,P205,New Construction,None,,,,1,18" D x 15" H,,,1wejEoruvD5hQq7iipxxg3,,F2,,,9 W,,1' - 6"
,,,,,10,,,,,,1,,149 lm/W,120 V/1-180 VA,10' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 15" H,,1wejEoruvD5hQq7iipxy6y,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,111,,P205,New Construction,None,,,,1,18" D x 15" H,,,1wejEoruvD5hQq7iipxxg3,,F2,,,9 W,,1' - 6"
,,,,,10,,,,,,1,,149 lm/W,120 V/1-180 VA,10' - 3",,,,,By Type,,Default,,Pendant-Dome,Pendant-Dome: 18" D x 15" H,,1wejEoruvD5hQq7iipxy6w,1 fc,,3200 K,,,,,1' - 6",L2,,1380 lm,110 cd,,112,,P205,New Construction,None,,,,1,18" D x 15" H,,,1wejEoruvD5hQq7iipxxg3,,F2,,,9 W,,1' - 6"
5 VA,,,,,7,23.80.70.11.14,,1.088897,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,1wejEoruvD5hQq7iipxyv5,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,116,,P205,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,7,23.80.70.11.14,,1.088897,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,1wejEoruvD5hQq7iipxyv4,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,117,,P205,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,11,23.80.70.11.14,,1.088897,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,1wejEoruvD5hQq7iipxyvE,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,123,,P307,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,11,23.80.70.11.14,,1.088897,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,1wejEoruvD5hQq7iipxyvD,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,124,,P307,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,20,23.80.70.11.14,,1.088897,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,1wejEoruvD5hQq7iipxyvN,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,130,,P408,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,20,23.80.70.11.14,,1.088897,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,1wejEoruvD5hQq7iipxyvM,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,131,,P408,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,18,23.80.70.11.14,,1.088897,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,1wejEoruvD5hQq7iipxyvG,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,137,,P506,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
5 VA,,,,,18,23.80.70.11.14,,1.088897,,,1,,250 lm/W,120 V/1-5 VA,0' - 0",,,,,By Type,,Default,,Recessed Lamp - Linear - LED,Recessed Lamp - Linear - LED: 36'',,1wejEoruvD5hQq7iipxyvV,1 fc,,3200 K,,LED,,,,,,1250 lm,99 cd,,138,,P506,New Construction,None,,,,1,36'',,,1wejEoruvD5hQq7iipxx0E,,F6,,,5 W,15,
8 VA,D5020210,Lighting - Fluorescent,,0.88,11,23.80.70.11.14.11,,0.554493,,,1,,50 lm/W,120 V/1-8 VA,0' - 0",,,,,By Type,,Default,,Downlight - Under Cabinet,Downlight - Under Cabinet: 18" 120V,,1wejEoruvD5hQq7iipxyvS,0 fc,,4230 K,,T-8,1,1,,L2,1,400 lm,32 cd,,141,,P205,New Construction,None,1,,1,0.88,18" 120V,,,1wejEoruvD5hQq7iipxxm8,,F4,,1,8 W,8,
8 VA,D5020210,Lighting - Fluorescent,,0.88,11,23.80.70.11.14.11,,0.554493,,,1,,50 lm/W,120 V/1-8 VA,0' - 0",,,,,By Type,,Default,,Downlight - Under Cabinet,Downlight - Under Cabinet: 18" 120V,,1wejEoruvD5hQq7iipxyvR,0 fc,,4230 K,,T-8,1,1,,L2,1,400 lm,32 cd,,142,,P205,New Construction,None,1,,1,0.88,18" 120V,,,1wejEoruvD5hQq7iipxxm8,,F4,,1,8 W,8,
8 VA,D5020210,Lighting - Fluorescent,,0.88,11,23.80.70.11.14.11,,0.554493,,,1,,50 lm/W,120 V/1-8 VA,1' - 0",,,,,By Type,,Default,,Downlight - Under Cabinet,Downlight - Under Cabinet: 24" 120V,,1wejEoruvD5hQq7iipxyvQ,0 fc,,4230 K,,T-8,1,1,,L2,1,400 lm,32 cd,,143,,P205,New Construction,None,1,,1,0.88,24" 120V,,,1wejEoruvD5hQq7iipxxmA,,F5,,1,8 W,8,
8 VA,D5020210,Lighting - Fluorescent,,0.88,10,23.80.70.11.14.11,,0.554493,,,1,,50 lm/W,120 V/1-8 VA,0' - 0",,,,,By Type,,Default,,Downlight - Under Cabinet,Downlight - Under Cabinet: 18" 120V,,1wejEoruvD5hQq7iipxyvP,0 fc,,4230 K,,T-8,1,1,,L3,1,400 lm,32 cd,,144,,P307,New Construction,None,1,,1,0.88,18" 120V,,,1wejEoruvD5hQq7iipxxm8,,F4,,1,8 W,8,
8 VA,D5020210,Lighting - Fluorescent,,0.88,10,23.80.70.11.14.11,,0.554493,,,1,,50 lm/W,120 V/1-8 VA,0' - 0",,,,,By Type,,Default,,Downlight - Under Cabinet,Downlight - Under Cabinet: 18" 120V,,1wejEoruvD5hQq7iipxyvO,0 fc,,4230 K,,T-8,1,1,,L3,1,400 lm,32 cd,,145,,P307,New Construction,None,1,,1,0.88,18" 120V,,,1wejEoruvD5hQq7iipxxm8,,F4,,1,8 W,8,
8 VA,D5020210,Lighting - Fluorescent,,0.88,10,23.80.70.11.14.11,,0.554493,,,1,,50 lm/W,120 V/1-8 VA,1' - 0",,,,,By Type,,Default,,Downlight - Under Cabinet,Downlight - Under Cabinet: 24" 120V,,1wejEoruvD5hQq7iipxyvd,0 fc,,4230 K,,T-8,1,1,,L3,1,400 lm,32 cd,,146,,P307,New Construction,None,1,,1,0.88,24" 120V,,,1wejEoruvD5hQq7iipxxmA,,F5,,1,8 W,8,
8 VA,D5020210,Lighting - Fluorescent,,0.88,17,23.80.70.11.14.11,,0.554493,,,1,,50 lm/W,120 V/1-8 VA,0' - 0",,,,,By Type,,Default,,Downlight - Under Cabinet,Downlight - Under Cabinet: 18" 120V,,1wejEoruvD5hQq7iipxyvc,0 fc,,4230 K,,T-8,1,1,,L4,1,400 lm,32 cd,,147,,P408,New Construction,None,1,,1,0.88,18" 120V,,,1wejEoruvD5hQq7iipxxm8,,F4,,1,8 W,8,
8 VA,D5020210,Lighting - Fluorescent,,0.88,17,23.80.70.11.14.11,,0.554493,,,1,,50 lm/W,120 V/1-8 VA,0' - 0",,,,,By Type,,Default,,Downlight - Under Cabinet,Downlight - Under Cabinet: 18" 120V,,1wejEoruvD5hQq7iipxyvb,0 fc,,4230 K,,T-8,1,1,,L4,1,400 lm,32 cd,,148,,P408,New Construction,None,1,,1,0.88,18" 120V,,,1wejEoruvD5hQq7iipxxm8,,F4,,1,8 W,8,
8 VA,D5020210,Lighting - Fluorescent,,0.88,17,23.80.70.11.14.11,,0.554493,,,1,,50 lm/W,120 V/1-8 VA,1' - 0",,,,,By Type,,Default,,Downlight - Under Cabinet,Downlight - Under Cabinet: 24" 120V,,1wejEoruvD5hQq7iipxyva,0 fc,,4230 K,,T-8,1,1,,L4,1,400 lm,32 cd,,149,,P408,New Construction,None,1,,1,0.88,24" 120V,,,1wejEoruvD5hQq7iipxxmA,,F5,,1,8 W,8,
8 VA,D5020210,Lighting - Fluorescent,,0.88,19,23.80.70.11.14.11,,0.554493,,,1,,50 lm/W,120 V/1-8 VA,0' - 0",,,,,By Type,,Default,,Downlight - Under Cabinet,Downlight - Under Cabinet: 18" 120V,,1wejEoruvD5hQq7iipxyvZ,0 fc,,4230 K,,T-8,1,1,,L5,1,400 lm,32 cd,,150,,P506,New Construction,None,1,,1,0.88,18" 120V,,,1wejEoruvD5hQq7iipxxm8,,F4,,1,8 W,8,
8 VA,D5020210,Lighting - Fluorescent,,0.88,19,23.80.70.11.14.11,,0.554493,,,1,,50 lm/W,120 V/1-8 VA,0' - 0",,,,,By Type,,Default,,Downlight - Under Cabinet,Downlight - Under Cabinet: 18" 120V,,1wejEoruvD5hQq7iipxyvY,0 fc,,4230 K,,T-8,1,1,,L5,1,400 lm,32 cd,,151,,P506,New Construction,None,1,,1,0.88,18" 120V,,,1wejEoruvD5hQq7iipxxm8,,F4,,1,8 W,8,
8 VA,D5020210,Lighting - Fluorescent,,0.88,19,23.80.70.11.14.11,,0.554493,,,1,,50 lm/W,120 V/1-8 VA,1' - 0",,,,,By Type,,Default,,Downlight - Under Cabinet,Downlight - Under Cabinet: 24" 120V,,1wejEoruvD5hQq7iipxyvX,0 fc,,4230 K,,T-8,1,1,,L5,1,400 lm,32 cd,,152,,P506,New Construction,None,1,,1,0.88,24" 120V,,,1wejEoruvD5hQq7iipxxmA,,F5,,1,8 W,8,
8 VA,D5020210,Lighting - Fluorescent,,0.88,10,23.80.70.11.14.11,,0.535999,,,1,,50 lm/W,120 V/1-8 VA,0' - 0",,,,,By Type,,Default,,Downlight - Under Cabinet,Downlight - Under Cabinet: 18" 120V,,1wejEoruvD5hQq7iipxyvs,0 fc,,4230 K,,T-8,1,1,,L2,1,400 lm,32 cd,,163,,P203,New Construction,None,1,,1,0.88,18" 120V,,,1wejEoruvD5hQq7iipxxm8,,F4,,1,8 W,8,
8 VA,D5020210,Lighting - Fluorescent,,0.88,10,23.80.70.11.14.11,,0.535999,,,1,,50 lm/W,120 V/1-8 VA,0' - 0",,,,,By Type,,Default,,Downlight - Under Cabinet,Downlight - Under Cabinet: 18" 120V,,1wejEoruvD5hQq7iipxyvr,0 fc,,4230 K,,T-8,1,1,,L2,1,400 lm,32 cd,,164,,P203,New Construction,None,1,,1,0.88,18" 120V,,,1wejEoruvD5hQq7iipxxm8,,F4,,1,8 W,8,
8 VA,D5020210,Lighting - Fluorescent,,0.88,10,23.80.70.11.14.11,,0.535999,,,1,,50 lm/W,120 V/1-8 VA,1' - 0",,,,,By Type,,Default,,Downlight - Under Cabinet,Downlight - Under Cabinet: 24" 120V,,1wejEoruvD5hQq7iipxyvq,0 fc,,4230 K,,T-8,1,1,,L2,1,400 lm,32 cd,,165,,P203,New Construction,None,1,,1,0.88,24" 120V,,,1wejEoruvD5hQq7iipxxmA,,F5,,1,8 W,8,
8 VA,D5020210,Lighting - Fluorescent,,0.88,15,23.80.70.11.14.11,,0.540416,,,1,,50 lm/W,120 V/1-8 VA,0' - 0",,,,,By Type,,Default,,Downlight - Under Cabinet,Downlight - Under Cabinet: 18" 120V,,1wejEoruvD5hQq7iipxyvp,0 fc,,4230 K,,T-8,1,1,,L4,1,400 lm,32 cd,,166,,P410,New Construction,None,1,,1,0.88,18" 120V,,,1wejEoruvD5hQq7iipxxm8,,F4,,1,8 W,8,
8 VA,D5020210,Lighting - Fluorescent,,0.88,15,23.80.70.11.14.11,,0.540416,,,1,,50 lm/W,120 V/1-8 VA,0' - 0",,,,,By Type,,Default,,Downlight - Under Cabinet,Downlight - Under Cabinet: 18" 120V,,1wejEoruvD5hQq7iipxyvo,0 fc,,4230 K,,T-8,1,1,,L4,1,400 lm,32 cd,,167,,P410,New Construction,None,1,,1,0.88,18" 120V,,,1wejEoruvD5hQq7iipxxm8,,F4,,1,8 W,8,
8 VA,D5020210,Lighting - Fluorescent,,0.88,15,23.80.70.11.14.11,,0.540416,,,1,,50 lm/W,120 V/1-8 VA,1' - 0",,,,,By Type,,Default,,Downlight - Under Cabinet,Downlight - Under Cabinet: 24" 120V,,1wejEoruvD5hQq7iipxyvn,0 fc,,4230 K,,T-8,1,1,,L4,1,400 lm,32 cd,,168,,P410,New Construction,None,1,,1,0.88,24" 120V,,,1wejEoruvD5hQq7iipxxmA,,F5,,1,8 W,8,
8 VA,D5020210,Lighting - Fluorescent,,0.88,9,23.80.70.11.14.11,,0.540308,,,1,,50 lm/W,120 V/1-8 VA,0' - 0",,,,,By Type,,Default,,Downlight - Under Cabinet,Downlight - Under Cabinet: 18" 120V,,1wejEoruvD5hQq7iipxyvm,0 fc,,4230 K,,T-8,1,1,,L3,1,400 lm,32 cd,,169,,P309,New Construction,None,1,,1,0.88,18" 120V,,,1wejEoruvD5hQq7iipxxm8,,F4,,1,8 W,8,
8 VA,D5020210,Lighting - Fluorescent,,0.88,9,23.80.70.11.14.11,,0.540308,,,1,,50 lm/W,120 V/1-8 VA,0' - 0",,,,,By Type,,Default,,Downlight - Under Cabinet,Downlight - Under Cabinet: 18" 120V,,1wejEoruvD5hQq7iipxyv$,0 fc,,4230 K,,T-8,1,1,,L3,1,400 lm,32 cd,,170,,P309,New Construction,None,1,,1,0.88,18" 120V,,,1wejEoruvD5hQq7iipxxm8,,F4,,1,8 W,8,
8 VA,D5020210,Lighting - Fluorescent,,0.88,9,23.80.70.11.14.11,,0.540308,,,1,,50 lm/W,120 V/1-8 VA,1' - 0",,,,,By Type,,Default,,Downlight - Under Cabinet,Downlight - Under Cabinet: 24" 120V,,1wejEoruvD5hQq7iipxyv_,0 fc,,4230 K,,T-8,1,1,,L3,1,400 lm,32 cd,,171,,P309,New Construction,None,1,,1,0.88,24" 120V,,,1wejEoruvD5hQq7iipxxmA,,F5,,1,8 W,8,
8 VA,D5020210,Lighting - Fluorescent,,0.88,14,23.80.70.11.14.11,,0.539023,,,1,,50 lm/W,120 V/1-8 VA,0' - 0",,,,,By Type,,Default,,Downlight - Under Cabinet,Downlight - Under Cabinet: 18" 120V,,1wejEoruvD5hQq7iipxyvz,0 fc,,4230 K,,T-8,1,1,,L5,1,400 lm,32 cd,,172,,P507,New Construction,None,1,,1,0.88,18" 120V,,,1wejEoruvD5hQq7iipxxm8,,F4,,1,8 W,8,
8 VA,D5020210,Lighting - Fluorescent,,0.88,14,23.80.70.11.14.11,,0.539023,,,1,,50 lm/W,120 V/1-8 VA,0' - 0",,,,,By Type,,Default,,Downlight - Under Cabinet,Downlight - Under Cabinet: 18" 120V,,1wejEoruvD5hQq7iipxyvy,0 fc,,4230 K,,T-8,1,1,,L5,1,400 lm,32 cd,,173,,P507,New Construction,None,1,,1,0.88,18" 120V,,,1wejEoruvD5hQq7iipxxm8,,F4,,1,8 W,8,
8 VA,D5020210,Lighting - Fluorescent,,0.88,14,23.80.70.11.14.11,,0.539023,,,1,,50 lm/W,120 V/1-8 VA,1' - 0",,,,,By Type,,Default,,Downlight - Under Cabinet,Downlight - Under Cabinet: 24" 120V,,1wejEoruvD5hQq7iipxyvx,0 fc,,4230 K,,T-8,1,1,,L5,1,400 lm,32 cd,,174,,P507,New Construction,None,1,,1,0.88,24" 120V,,,1wejEoruvD5hQq7iipxxmA,,F5,,1,8 W,8,
8 VA,D5020210,Lighting - Fluorescent,,0.88,15,23.80.70.11.14.11,,0.535999,,,1,,50 lm/W,120 V/1-8 VA,0' - 0",,,,,By Type,,Default,,Downlight - Under Cabinet,Downlight - Under Cabinet: 18" 120V,,1wejEoruvD5hQq7iipxyvw,0 fc,,4230 K,,T-8,1,1,,L3,1,400 lm,32 cd,,175,,P304,New Construction,None,1,,1,0.88,18" 120V,,,1wejEoruvD5hQq7iipxxm8,,F4,,1,8 W,8,
8 VA,D5020210,Lighting - Fluorescent,,0.88,15,23.80.70.11.14.11,,0.535999,,,1,,50 lm/W,120 V/1-8 VA,0' - 0",,,,,By Type,,Default,,Downlight - Under Cabinet,Downlight - Under Cabinet: 18" 120V,,1wejEoruvD5hQq7iipxyvv,0 fc,,4230 K,,T-8,1,1,,L3,1,400 lm,32 cd,,176,,P304,New Construction,None,1,,1,0.88,18" 120V,,,1wejEoruvD5hQq7iipxxm8,,F4,,1,8 W,8,
8 VA,D5020210,Lighting - Fluorescent,,0.88,15,23.80.70.11.14.11,,0.535999,,,1,,50 lm/W,120 V/1-8 VA,1' - 0",,,,,By Type,,Default,,Downlight - Under Cabinet,Downlight - Under Cabinet: 24" 120V,,1wejEoruvD5hQq7iipxyvu,0 fc,,4230 K,,T-8,1,1,,L3,1,400 lm,32 cd,,177,,P304,New Construction,None,1,,1,0.88,24" 120V,,,1wejEoruvD5hQq7iipxxmA,,F5,,1,8 W,8,
8 VA,D5020210,Lighting - Fluorescent,,0.88,11,23.80.70.11.14.11,,0.535999,,,1,,50 lm/W,120 V/1-8 VA,0' - 0",,,,,By Type,,Default,,Downlight - Under Cabinet,Downlight - Under Cabinet: 18" 120V,,1wejEoruvD5hQq7iipxyu7,0 fc,,4230 K,,T-8,1,1,,L4,1,400 lm,32 cd,,178,,P404,New Construction,None,1,,1,0.88,18" 120V,,,1wejEoruvD5hQq7iipxxm8,,F4,,1,8 W,8,
