Duct Fitting Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,Assembly Code,Assembly Description,Assembly Name,Classification Number,Classification Title,Comments,Cost,Count,Critical Path,Description,Elevation from Level,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Family,Family and Type,Free Size,IFC Predefined Type,IfcGUID,Image,Insulation Thickness,Insulation Type,Keynote,Level,Lining Thickness,Lining Type,Manufacturer,Mark,Model,Overall Size,Phase Created,Phase Demolished,Size,System Abbreviation,System Classification,System Name,System Type,Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,URL,Volume
,,,,23.75.70.14,,,,1,Yes,,10' - 5",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,2jT9$NWlTFkPd98E_0FeGK,,0",,,L1 - Block 37,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 70,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 5",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,2jT9$NWlTFkPd98E_0FeHS,,0",,,L1 - Block 37,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 70,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,No,,10' - 5",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,2jT9$NWlTFkPd98E_0FeU8,,0",,,L1 - Block 37,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 29,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,10' - 5",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,2jT9$NWlTFkPd98E_0FeUG,,0",,,L1 - Block 37,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 29,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,10' - 5",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,2jT9$NWlTFkPd98E_0FeVg,,0",,,L1 - Block 37,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 29,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,No,,7' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,2jT9$NWlTFkPd98E_0FePR,,0",,,L1 - Block 37,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 29,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,No,,12' - 0 5/32",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,0QxpA5Y6rF99SlWvl98umE,,0",,,L3,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 31,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,Yes,,12' - 0 5/32",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,0QxpA5Y6rF99SlWvl98u$8,,0",,,L3,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 71,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,Yes,,12' - 0 5/32",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,0QxpA5Y6rF99SlWvl98uyu,,0",,,L3,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 71,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.06 CF
,,,,23.75.70.14,,,,1,No,,12' - 0 5/32",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,0QxpA5Y6rF99SlWvl98uvu,,0",,,L3,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 31,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,No,,9' - 1",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,0QxpA5Y6rF99SlWvl98u6r,,0",,,L3,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 31,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,0QxpA5Y6rF99SlWvl98u4Z,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 34,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.55 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,0QxpA5Y6rF99SlWvl98u3I,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 72,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.55 CF
,,,,23.75.70.14,,,,1,Yes,,12' - 0 5/32",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,0QxpA5Y6rF99SlWvl98u0b,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 72,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.55 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,0QxpA5Y6rF99SlWvl98u0d,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 72,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,12' - 0 5/32",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,0QxpA5Y6rF99SlWvl98uFT,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 34,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.55 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,0QxpA5Y6rF99SlWvl98uFV,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 34,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,8' - 9",,,,By Type,,Default,,Round Elbow,Round Elbow: 1 D,8"ø-8"ø,,10JK8Yxq92BhecJ6Pau1m3,,0",,,L1 - Block 35,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 35,Return Air,1 D,,,1qeKH8MwjCTgLkTOQ9aYp$,,,,0.37 CF
,,,,23.75.70.14,,,,1,Yes,,8' - 0",,,,By Type,,Default,,Round Elbow,Round Elbow: 1 D,8"ø-8"ø,,10JK8Yxq92BhecJ6Pau1pS,,0",,,L1 - Block 35,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 35,Return Air,1 D,,,1qeKH8MwjCTgLkTOQ9aYp$,,,,0.18 CF
,,,,23.75.70.14,,,,1,Yes,,8' - 0",,,,By Type,,Default,,Round Tee,Round Tee: Standard,8"ø-8"ø-8"ø,,10JK8Yxq92BhecJ6Pau1sz,,0",,,L1 - Block 35,0",,,,,8"ø-8"ø-8"ø,New Construction,None,8"ø-8"ø-8"ø,,Return Air,Mechanical Return Air 35,Return Air,Standard,,,1qeKH8MwjCTgLkTOQ9aX$W,,,,0.42 CF
,,,,23.75.70.14,,,,1,No,,8' - 0",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,10JK8Yxq92BhecJ6Pau1sc,,0",,,L1 - Block 35,0",,,,,8"ø,New Construction,None,8"ø,,Return Air,Mechanical Return Air 35,Return Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,10' - 6",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,353$JCBGvDxvbe$airW9h$,,0",,,L1 - Block 35,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 32,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,No,,8' - 4",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,353$JCBGvDxvbe$airW9h5,,0",,,L1 - Block 35,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 32,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,No,,10' - 6",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,353$JCBGvDxvbe$airW9fd,,0",,,L1 - Block 35,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 32,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,No,,10' - 6",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,353$JCBGvDxvbe$airW9dW,,0",,,L1 - Block 35,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 32,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,No,,10' - 1",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,1JbANhx6TBfudXEbM1T$g4,,0",,,L1 - Block 37,0",,,,,8"ø,New Construction,None,8"ø,,Supply Air,Mechanical Supply Air 76,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 3",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,1JbANhx6TBfudXEbM1T$kq,,0",,,L1 - Block 37,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 76,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,8' - 9",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,1JbANhx6TBfudXEbM1T$ke,,0",,,L1 - Block 37,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 76,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,8' - 9",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,1JbANhx6TBfudXEbM1T$l_,,0",,,L1 - Block 37,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 76,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 1",,,,By Type,,Default,,Round Tee,Round Tee: Standard,8"ø-8"ø-6"ø,,1JbANhx6TBfudXEbM1T$MU,,0",,,L1 - Block 37,0",,,,,8"ø-8"ø-6"ø,New Construction,None,8"ø-8"ø-6"ø,,Supply Air,Mechanical Supply Air 76,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aX$W,,,,0.33 CF
1 SF,,,,23.75.70.14,,,,1,No,,9' - 1 5/16",,,,By Type,,Default,,Rectangular to Round Transition - Angle,Rectangular to Round Transition - Angle: 45 Degree,9 1/4"x9 1/4"-6"ø,,1JbANhx6TBfudXEbM1T$Na,,0",,,L1 - Block 37,0",,,,,9 1/4"x9 1/4"-6"ø,New Construction,None,9"x9"-6"ø,,Supply Air,Mechanical Supply Air 76,Supply Air,45 Degree,,,1qeKH8MwjCTgLkTOQ9aZBE,,,,0.13 CF
1 SF,,,,23.75.70.14,,,,1,Yes,,9' - 1 5/16",,,,By Type,,Default,,Rectangular to Round Transition - Angle,Rectangular to Round Transition - Angle: 45 Degree,9"x9"-6"ø,,1JbANhx6TBfudXEbM1T$NM,,0",,,L1 - Block 37,0",,,,,9"x9"-6"ø,New Construction,None,9"x9"-6"ø,,Supply Air,Mechanical Supply Air 76,Supply Air,45 Degree,,,1qeKH8MwjCTgLkTOQ9aZBE,,,,0.11 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 1",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,1JbANhx6TBfudXEbM1T$Oq,,0",,,L1 - Block 37,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 76,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 1",,,,By Type,,Default,,Round Tee,Round Tee: Standard,8"ø-8"ø-6"ø,,1JbANhx6TBfudXEbM1T$Pm,,0",,,L1 - Block 37,0",,,,,8"ø-8"ø-6"ø,New Construction,None,8"ø-8"ø-6"ø,,Supply Air,Mechanical Supply Air 76,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aX$W,,,,0.33 CF
,,,,23.75.70.14,,,,1,No,,10' - 1",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,6"ø-6"ø,,1JbANhx6TBfudXEbM1T$Pe,,0",,,L1 - Block 37,0",,,,,6"ø-6"ø,New Construction,None,6"ø-6"ø,,Supply Air,Mechanical Supply Air 76,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.08 CF
,,,,23.75.70.14,,,,1,No,,10' - 5",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,6"ø-6"ø,,1JbANhx6TBfudXEbM1T$Pl,,0",,,L1 - Block 37,0",,,,,6"ø-6"ø,New Construction,None,6"ø-6"ø,,Supply Air,Mechanical Supply Air 76,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.08 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 3",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,1JbANhx6TBfudXEbM1T$6u,,0",,,L1 - Block 37,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 37,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.55 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 3",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,1JbANhx6TBfudXEbM1T$6o,,0",,,L1 - Block 37,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 37,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.55 CF
,,,,23.75.70.14,,,,1,No,,10' - 3",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,1JbANhx6TBfudXEbM1T$7y,,0",,,L1 - Block 37,0",,,,,8"ø,New Construction,None,8"ø,,Return Air,Mechanical Return Air 37,Return Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 3",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,2qddrnii58XA6FIv14q$qo,,0",,,L1 - Block 37,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 77,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 3",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,2qddrnii58XA6FIv14q$qu,,0",,,L1 - Block 37,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 77,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,No,,10' - 3",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,2qddrnii58XA6FIv14q$sX,,0",,,L1 - Block 37,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 33,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 3",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,2qddrnii58XA6FIv14q_8l,,0",,,L1 - Block 37,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 77,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,No,,7' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,2qddrnii58XA6FIv14q_Av,,0",,,L1 - Block 37,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 33,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,No,,0' - 0",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,0C4AccZxn9LBim4QVrD9bo,,0",,,L2,0",,,,,8"ø,New Construction,None,8"ø,,Return Air,Mechanical Return Air 34,Return Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,0C4AccZxn9LBim4QVrD9bd,,0",,,L5,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 25,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,No,,10' - 4",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,0C4AccZxn9LBim4QVrD9am,,0",,,L3,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 6,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,0C4AccZxn9LBim4QVrD9aZ,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 19,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,No,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,0C4AccZxn9LBim4QVrD9d1,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 18,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,No,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,0C4AccZxn9LBim4QVrD9dE,,0",,,L3,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 9,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,No,,9' - 6",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,0C4AccZxn9LBim4QVrD9dd,,0",,,L2,0",,,,,8"ø,New Construction,None,8"ø,,Supply Air,Mechanical Supply Air 2,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,0C4AccZxn9LBim4QVrD9cV,,0",,,L3,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 8,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,No,,0' - 0",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,0C4AccZxn9LBim4QVrD9cf,,0",,,L2,0",,,,,8"ø,New Construction,None,8"ø,,Supply Air,Mechanical Supply Air 72,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,9' - 11 1/2",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,0C4AccZxn9LBim4QVrD9Zo,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 31,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Tee,Round Tee: Standard,8"ø-8"ø-8"ø,,0C4AccZxn9LBim4QVrD9_j,,0",,,L3,0",,,,,8"ø-8"ø-8"ø,New Construction,None,8"ø-8"ø-8"ø,,Supply Air,Mechanical Supply Air 31,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aX$W,,,,0.42 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,0C4AccZxn9LBim4QVrD9u$,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 31,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.15 CF
,,,,23.75.70.14,,,,1,No,,9' - 11 1/2",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,0C4AccZxn9LBim4QVrD9wa,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 31,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.18 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Tee,Round Tee: Standard,8"ø-8"ø-8"ø,,0C4AccZxn9LBim4QVrD9qR,,0",,,L4,0",,,,,8"ø-8"ø-8"ø,New Construction,None,8"ø-8"ø-8"ø,,Supply Air,Mechanical Supply Air 42,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aX$W,,,,0.42 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,0C4AccZxn9LBim4QVrD9t0,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 42,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.15 CF
,,,,23.75.70.14,,,,1,No,,9' - 11 1/2",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,0C4AccZxn9LBim4QVrD9tc,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 42,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.18 CF
,,,,23.75.70.14,,,,1,Yes,,9' - 8 1/4",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,0C4AccZxn9LBim4QVrD9s1,,0",,,L5,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 65,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.55 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 2",,,,By Type,,Default,,Round Elbow,Round Elbow: 1 D,8"ø-8"ø,,0C4AccZxn9LBim4QVrD9s5,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 65,Supply Air,1 D,,,1qeKH8MwjCTgLkTOQ9aYp$,,,,0.37 CF
,,,,23.75.70.14,,,,1,No,,10' - 4",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,0C4AccZxn9LBim4QVrD9sz,,0",,,L5,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 28,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,10' - 4",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,0C4AccZxn9LBim4QVrD9si,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 22,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,0C4AccZxn9LBim4QVrD9n8,,0",,,L5,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 24,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Round Tee,Round Tee: Standard,8"ø-8"ø-6"ø,,0C4AccZxn9LBim4QVrD9p0,,0",,,L3,0",,,,,8"ø-8"ø-6"ø,New Construction,None,8"ø-8"ø-6"ø,,Supply Air,Mechanical Supply Air 20,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aX$W,,,,0.33 CF
