Duct Fitting Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,Assembly Code,Assembly Description,Assembly Name,Classification Number,Classification Title,Comments,Cost,Count,Critical Path,Description,Elevation from Level,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Family,Family and Type,Free Size,IFC Predefined Type,IfcGUID,Image,Insulation Thickness,Insulation Type,Keynote,Level,Lining Thickness,Lining Type,Manufacturer,Mark,Model,Overall Size,Phase Created,Phase Demolished,Size,System Abbreviation,System Classification,System Name,System Type,Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,URL,Volume
,,,,23.75.70.14,,,,1,No,,10' - 8",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,3JRa2aAKzAKBOfzTE0RSrr,,0",,,L4,0",,,,,8"ø,New Construction,None,8"ø,,Supply Air,Mechanical Supply Air 44,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Tee,Round Tee: Standard,8"ø-8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RSrn,,0",,,L4,0",,,,,8"ø-8"ø-8"ø,New Construction,None,8"ø-8"ø-8"ø,,Supply Air,Mechanical Supply Air 44,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aX$W,,,,0.42 CF
,,,,23.75.70.14,,,,1,Yes,,9' - 4 7/16",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RSrB,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 44,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,9' - 4 7/16",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RSr7,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 44,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.15 CF
,,,,23.75.70.14,,,,1,No,,9' - 4 7/16",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,3JRa2aAKzAKBOfzTE0RSr5,,0",,,L4,0",,,,,8"ø,New Construction,None,8"ø,,Supply Air,Mechanical Supply Air 44,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Tee,Round Tee: Standard,8"ø-8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RSrO,,0",,,L4,0",,,,,8"ø-8"ø-8"ø,New Construction,None,8"ø-8"ø-8"ø,,Supply Air,Mechanical Supply Air 46,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aX$W,,,,0.42 CF
,,,,23.75.70.14,,,,1,Yes,,9' - 4 7/16",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RSrK,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 46,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,9' - 4 7/16",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RSrG,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 46,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.15 CF
,,,,23.75.70.14,,,,1,No,,9' - 4 7/16",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,3JRa2aAKzAKBOfzTE0RSsk,,0",,,L4,0",,,,,8"ø,New Construction,None,8"ø,,Supply Air,Mechanical Supply Air 46,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RSsg,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 46,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,No,,9' - 4 7/16",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RSsa,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 46,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,No,,9' - 4 7/16",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RSsW,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 46,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.15 CF
,,,,23.75.70.14,,,,1,No,,9' - 4 7/16",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,3JRa2aAKzAKBOfzTE0RSs_,,0",,,L4,0",,,,,8"ø,New Construction,None,8"ø,,Supply Air,Mechanical Supply Air 46,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RSsy,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 46,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.55 CF
,,,,23.75.70.14,,,,1,No,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RSsw,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 46,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RSs8,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 23,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RSsS,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 24,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RSsQ,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 24,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,12' - 0",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RSsM,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 24,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.55 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RSsK,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 24,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,No,,10' - 8",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,3JRa2aAKzAKBOfzTE0RSsI,,0",,,L4,0",,,,,8"ø,New Construction,None,8"ø,,Return Air,Mechanical Return Air 24,Return Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RStb,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 23,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RStZ,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 23,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RStX,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 23,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RStz,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 23,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RStv,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 23,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RStr,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 23,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RStn,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 23,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,No,,10' - 8",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,3JRa2aAKzAKBOfzTE0RStF,,0",,,L4,0",,,,,8"ø,New Construction,None,8"ø,,Return Air,Mechanical Return Air 23,Return Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,12' - 0",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSmh,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 19,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,No,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSmf,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 19,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.04 CF
,,,,23.75.70.14,,,,1,Yes,,12' - 0",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSmX,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 47,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSm$,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 47,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.04 CF
,,,,23.75.70.14,,,,1,No,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSmt,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 18,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,11' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSmr,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 18,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSmD,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 45,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSmB,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 45,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,No,,12' - 0",,,,By Type,,Default,,Round Elbow,Round Elbow: 1 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSyz,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 20,Exhaust Air,1 D,,,1qeKH8MwjCTgLkTOQ9aYp$,,,,0.05 CF
,,,,23.75.70.14,,,,1,Yes,,12' - 0",,,,By Type,,Default,,Round Elbow,Round Elbow: 1 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSyt,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 48,Supply Air,1 D,,,1qeKH8MwjCTgLkTOQ9aYp$,,,,0.05 CF
,,,,23.75.70.14,,,,1,No,,12' - 0",,,,By Type,,Default,,Round Elbow,Round Elbow: 1 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSyp,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 20,Exhaust Air,1 D,,,1qeKH8MwjCTgLkTOQ9aYp$,,,,0.05 CF
,,,,23.75.70.14,,,,1,Yes,,12' - 0",,,,By Type,,Default,,Round Elbow,Round Elbow: 1 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSyF,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 48,Supply Air,1 D,,,1qeKH8MwjCTgLkTOQ9aYp$,,,,0.05 CF
,,,,23.75.70.14,,,,1,No,,12' - 0",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSyB,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 20,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,No,,10' - 8 13/32",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSy7,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 20,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,No,,10' - 8 13/32",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSy3,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 20,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,No,,12' - 5 3/16",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSyV,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 20,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,Yes,,12' - 0",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSyT,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 48,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,12' - 6",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSyN,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 48,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 9 13/32",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSyJ,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 48,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 9 13/32",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSyH,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 48,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,Yes,,12' - 0",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSzf,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 48,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.04 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 7 19/32",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSzd,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 48,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.02 CF
,,,,23.75.70.14,,,,1,Yes,,12' - 6",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSza,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 48,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,Yes,,12' - 6",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSzy,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 48,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,No,,12' - 5 3/16",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSzs,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 20,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,12' - 5 3/16",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSzq,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 20,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,12' - 5 3/16",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSzB,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 20,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,3JRa2aAKzAKBOfzTE0RSz9,,0",,,L4,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 20,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,Yes,,12' - 0",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RSzT,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 49,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.37 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 6",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RSzR,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 49,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.37 CF
,,,,23.75.70.14,,,,1,Yes,,12' - 0",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RSzP,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 49,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.37 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 6",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RSzN,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 49,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.37 CF
,,,,23.75.70.14,,,,1,Yes,,12' - 0",,,,By Type,,Default,,Round Tee,Round Tee: Standard,8"ø-8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RSzJ,,0",,,L4,0",,,,,8"ø-8"ø-8"ø,New Construction,None,8"ø-8"ø-8"ø,,Supply Air,Mechanical Supply Air 49,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aX$W,,,,0.42 CF
0 SF,,,,23.75.70.14,,,,1,No,,10' - 9",,,,By Type,,Default,,Round Transition - Angle,Round Transition - Angle: 45 Degree,8"ø-6"ø,,3JRa2aAKzAKBOfzTE0RS_h,,0",,,L4,0",,,,,8"ø-6"ø,New Construction,None,8"ø-6"ø,,Supply Air,Mechanical Supply Air 49,Supply Air,45 Degree,,,1qeKH8MwjCTgLkTOQ9aX93,,,,0.05 CF
0 SF,,,,23.75.70.14,,,,1,No,,8' - 1 5/16",,,,By Type,,Default,,Rectangular to Round Transition - Angle,Rectangular to Round Transition - Angle: 45 Degree,6"ø-4 3/4"x4 3/4",,3JRa2aAKzAKBOfzTE0RS_f,,0",,,L4,0",,,,,6"ø-4 3/4"x4 3/4",New Construction,None,6"ø-5"x5",,Supply Air,Mechanical Supply Air 49,Supply Air,45 Degree,,,1qeKH8MwjCTgLkTOQ9aZBE,,,,0.02 CF
,,,,23.75.70.14,,,,1,No,,12' - 0",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,3JRa2aAKzAKBOfzTE0RS_e,,0",,,L4,0",,,,,8"ø,New Construction,None,8"ø,,Supply Air,Mechanical Supply Air 49,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 0",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,3JRa2aAKzAKBOfzTE0RS_y,,0",,,L4,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 25,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.55 CF
,,,,23.75.70.14,,,,1,No,,11' - 0",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,3JRa2aAKzAKBOfzTE0RS_w,,0",,,L4,0",,,,,8"ø,New Construction,None,8"ø,,Return Air,Mechanical Return Air 25,Return Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
