Wall Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Absorptance,Angle From Vertical,Area,Assembly Code,Assembly Description,Assembly Name,Base Constraint,Base Offset,Bottom Width,Comments,Cost,Count,Cross-Section,Default Exterior Angle,Default Interior Angle,Description,Enable Angle Overrides,Estimated Reinforcement Volume,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Exterior Angle,Family,Family and Type,Family Thumbnail,Fire Rating,Function,Heat Transfer Coefficient (U),IFC Predefined Type,IfcGUID,Image,Interior Angle,Keynote,Length,Manufacturer,Mark,Model,Phase Created,Phase Demolished,Rebar Cover,Rebar Cover - Exterior Face,Rebar Cover - Interior Face,Rebar Cover - Other Faces,Roughness,Structural Material,Structural Usage,Thermal Mass,Thermal Resistance (R),Top Constraint,Top Offset,Top Width,Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,Unconnected Height,URL,Volume,Width,Width Measured At
0.7,,13 SF,B2010,Exterior Walls,,L2,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,1lxqaTga9DvxFctJPFesiM,,,,1' - 7 11/16",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Up to level: L3,0' - 0",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,10' - 9",,4.52 CF,0' - 4 1/4",
0.7,,247 SF,B2010,Exterior Walls,,L3,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 6 5/8",,1 HR,Soffit,6.3327 BTU/(h·ft²·°F),,1lxqaTga9DvxFctJPFetI$,,,,27' - 1 15/16",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,28.8093 BTU/(ft²·°F),0.1579 (h·ft²·°F)/BTU,Up to level: L4,0' - 0",,Chase - GWB & Metal Stud 6 5/8",,,1YueUxVJH8SwhLiH$TP6Xo,,S04,13' - 4",,135.45 CF,0' - 6 5/8",
0.7,,27 SF,B2010,Exterior Walls,,L3,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,1lxqaTga9DvxFctJPFetIa,,,,1' - 2 13/16",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Up to level: L4,0' - 0",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,13' - 4",,9.54 CF,0' - 4 1/4",
0.7,,16 SF,B2010,Exterior Walls,,L3,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,1lxqaTga9DvxFctJPFetIb,,,,1' - 7 29/32",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Up to level: L4,0' - 0",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,13' - 4",,5.70 CF,0' - 4 1/4",
0.7,,249 SF,B2010,Exterior Walls,,L4,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 6 5/8",,1 HR,Soffit,6.3327 BTU/(h·ft²·°F),,1lxqaTga9DvxFctJPFetOR,,,,27' - 1 15/16",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,28.8093 BTU/(ft²·°F),0.1579 (h·ft²·°F)/BTU,Up to level: L5,0' - 0",,Chase - GWB & Metal Stud 6 5/8",,,1YueUxVJH8SwhLiH$TP6Xo,,S04,13' - 4",,131.51 CF,0' - 6 5/8",
0.7,,27 SF,B2010,Exterior Walls,,L4,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,1lxqaTga9DvxFctJPFetO0,,,,1' - 2 13/16",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Up to level: L5,0' - 0",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,13' - 4",,9.54 CF,0' - 4 1/4",
0.7,,16 SF,B2010,Exterior Walls,,L4,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,1lxqaTga9DvxFctJPFetO1,,,,1' - 7 29/32",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Up to level: L5,0' - 0",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,13' - 4",,5.70 CF,0' - 4 1/4",
0.7,,49 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L2,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap (Both Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,30dzunCuvCRADZXw6x9oo$,,,,27' - 2 9/32",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L2,-0' - 6",,Soffit - Beam Wrap (Both Sides),,,0a6T$5n7X4fAlDdhFoNEVx,,,1' - 9 1/2",,42.63 CF,0' - 10 1/2",
0.7,,49 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L3,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap (Both Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,30dzunCuvCRADZXw6x9ooy,,,,27' - 1 7/8",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L3,-0' - 6",,Soffit - Beam Wrap (Both Sides),,,0a6T$5n7X4fAlDdhFoNEVx,,,1' - 9 1/2",,42.57 CF,0' - 10 1/2",
0.7,,49 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L4,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap (Both Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,30dzunCuvCRADZXw6x9ooz,,,,27' - 1 7/8",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L4,-0' - 6",,Soffit - Beam Wrap (Both Sides),,,0a6T$5n7X4fAlDdhFoNEVx,,,1' - 9 1/2",,42.57 CF,0' - 10 1/2",
0.7,,49 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L5,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap (Both Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,30dzunCuvCRADZXw6x9oow,,,,27' - 1 7/8",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L5,-0' - 6",,Soffit - Beam Wrap (Both Sides),,,0a6T$5n7X4fAlDdhFoNEVx,,,1' - 9 1/2",,42.57 CF,0' - 10 1/2",
0.7,,107 SF,B2010156,Ext. Wall - Brick Composite,,L1 - Block 35,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Retaining - Split Face CMU,,,Exterior,1.1821 BTU/(h·ft²·°F),,30dzunCuvCRADZXw6x9o8U,,,,42' - 8 9/16",,,,New Construction,None,,,,,3,CMU, Split Face,Non-bearing,14.3254 BTU/(ft²·°F),0.8460 (h·ft²·°F)/BTU,Unconnected,0' - 0",,Retaining - Split Face CMU,,,30dzunCuvCRADZXw6x9oB0,,,2' - 6",,67.83 CF,0' - 7 5/8",
0.7,,16 SF,B2010156,Ext. Wall - Brick Composite,,L1 - Block 35,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Retaining - Split Face CMU,,,Exterior,1.1821 BTU/(h·ft²·°F),,3fIyBYh7fB78nAzlrPVUnm,,,,6' - 6 3/8",,,,New Construction,None,,,,,3,CMU, Split Face,Non-bearing,14.3254 BTU/(ft²·°F),0.8460 (h·ft²·°F)/BTU,Unconnected,0' - 0",,Retaining - Split Face CMU,,,30dzunCuvCRADZXw6x9oB0,,,2' - 6",,10.38 CF,0' - 7 5/8",
0.7,,106 SF,B2010156,Ext. Wall - Brick Composite,,L1 - Block 35,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Retaining - Split Face CMU,,,Exterior,1.1821 BTU/(h·ft²·°F),,3fIyBYh7fB78nAzlrPVUtL,,,,42' - 9 11/16",,,,New Construction,None,,,,,3,CMU, Split Face,Non-bearing,14.3254 BTU/(ft²·°F),0.8460 (h·ft²·°F)/BTU,Unconnected,0' - 0",,Retaining - Split Face CMU,,,30dzunCuvCRADZXw6x9oB0,,,2' - 6",,67.50 CF,0' - 7 5/8",
0.7,,21 SF,B2010156,Ext. Wall - Brick Composite,,L1 - Block 35,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Retaining - Split Face CMU,,,Exterior,1.1821 BTU/(h·ft²·°F),,3fIyBYh7fB78nAzlrPVUqd,,,,20' - 8 3/8",,,,New Construction,None,,,,,3,CMU, Split Face,Non-bearing,14.3254 BTU/(ft²·°F),0.8460 (h·ft²·°F)/BTU,Unconnected,0' - 0",,Retaining - Split Face CMU,,,30dzunCuvCRADZXw6x9oB0,,,1' - 0",,13.56 CF,0' - 7 5/8",
0.7,,12 SF,B2010156,Ext. Wall - Brick Composite,,L1 - Block 35,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Retaining - Split Face CMU,,,Exterior,1.1821 BTU/(h·ft²·°F),,3fIyBYh7fB78nAzlrPVUqb,,,,11' - 10 9/16",,,,New Construction,None,,,,,3,CMU, Split Face,Non-bearing,14.3254 BTU/(ft²·°F),0.8460 (h·ft²·°F)/BTU,Unconnected,0' - 0",,Retaining - Split Face CMU,,,30dzunCuvCRADZXw6x9oB0,,,1' - 0",,7.35 CF,0' - 7 5/8",
0.7,,16 SF,B2010156,Ext. Wall - Brick Composite,,L1 - Block 35,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Retaining - Split Face CMU,,,Exterior,1.1821 BTU/(h·ft²·°F),,3fIyBYh7fB78nAzlrPVPJ6,,,,6' - 6 3/8",,,,New Construction,None,,,,,3,CMU, Split Face,Non-bearing,14.3254 BTU/(ft²·°F),0.8460 (h·ft²·°F)/BTU,Unconnected,0' - 0",,Retaining - Split Face CMU,,,30dzunCuvCRADZXw6x9oB0,,,2' - 6",,10.38 CF,0' - 7 5/8",
0.7,,49 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L5,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Interior - 6 1/8" Partition (2-hr),,2 HR,Interior,0.0466 BTU/(h·ft²·°F),,1rXx31svD41xvmlkISjQbT,,,,5' - 11 3/8",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8757 BTU/(ft²·°F),21.4678 (h·ft²·°F)/BTU,Up to level: R2,0' - 0",,Interior - 6 1/8" Partition (2-hr),,,1xZrMVYp52mhf4uMzw11Hp,,P06,13' - 4",,25.14 CF,0' - 6 1/8",
0.7,,33 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L5,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Interior - 4 7/8" Partition (NR),,NR,Interior,0.0472 BTU/(h·ft²·°F),,1rXx31svD41xvmlkISjQWG,,,,2' - 5 15/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,1.4406 BTU/(ft²·°F),21.1904 (h·ft²·°F)/BTU,Up to level: R2,0' - 0",,Interior - 4 7/8" Partition (NR),,,26$5pwZTH4A8RTAK02gn25,,P02,13' - 4",,13.39 CF,0' - 4 7/8",
0.7,,48 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L3,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 9 1/4" (One Side),,2 HR,Interior,0.0215 BTU/(h·ft²·°F),,2MV_64_l5AQPPt1cNhnF2r,,,,27' - 1 7/8",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,1.4471 BTU/(ft²·°F),46.4303 (h·ft²·°F)/BTU,Up to level: L3,-0' - 6",,Soffit - Beam Wrap 9 1/4" (One Side),,,0a6T$5n7X4fAlDdhFoNETY,,,1' - 9 1/2",,37.26 CF,0' - 9 1/4",
0.7,,11 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L2,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 9 1/4" (One Side),,2 HR,Interior,0.0215 BTU/(h·ft²·°F),,2MV_64_l5AQPPt1cNhnF2A,,,,27' - 2 9/32",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,1.4471 BTU/(ft²·°F),46.4303 (h·ft²·°F)/BTU,Up to level: L2,-0' - 6",,Soffit - Beam Wrap 9 1/4" (One Side),,,0a6T$5n7X4fAlDdhFoNETY,,,1' - 9 1/2",,8.85 CF,0' - 9 1/4",
0.7,,48 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L4,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 9 1/4" (One Side),,2 HR,Interior,0.0215 BTU/(h·ft²·°F),,2MV_64_l5AQPPt1cNhnF3g,,,,27' - 1 7/8",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,1.4471 BTU/(ft²·°F),46.4303 (h·ft²·°F)/BTU,Up to level: L4,-0' - 6",,Soffit - Beam Wrap 9 1/4" (One Side),,,0a6T$5n7X4fAlDdhFoNETY,,,1' - 9 1/2",,25.07 CF,0' - 9 1/4",
0.7,,48 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L5,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 9 1/4" (One Side),,2 HR,Interior,0.0215 BTU/(h·ft²·°F),,2MV_64_l5AQPPt1cNhnF3j,,,,27' - 1 7/8",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,1.4471 BTU/(ft²·°F),46.4303 (h·ft²·°F)/BTU,Up to level: L5,-0' - 6",,Soffit - Beam Wrap 9 1/4" (One Side),,,0a6T$5n7X4fAlDdhFoNETY,,,1' - 9 1/2",,25.07 CF,0' - 9 1/4",
0.7,,563 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L1 - Block 35,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,Exterior,0.0899 BTU/(h·ft²·°F),,2cPAAN9ynEiAVL2RHeqi4r,,,,12' - 1 3/16",,,,New Construction,None,,,,,3,,Non-bearing,13.4664 BTU/(ft²·°F),11.1177 (h·ft²·°F)/BTU,Up to level: Parapet 2,0' - 0",,Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,2cPAAN9ynEiAVL2RHeqi5J,,X01,76' - 9",,252.07 CF,0' - 5 3/8",
0.7,,77 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L1 - Block 35,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,Exterior,0.0899 BTU/(h·ft²·°F),,2cPAAN9ynEiAVL2RHeqiBz,,,,1' - 9",,,,New Construction,None,,,,,3,,Non-bearing,13.4664 BTU/(ft²·°F),11.1177 (h·ft²·°F)/BTU,Up to level: Parapet 2,0' - 0",,Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,2cPAAN9ynEiAVL2RHeqi5J,,X01,76' - 9",,34.38 CF,0' - 5 3/8",
0.7,,35 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L1 - Block 37,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,Exterior,0.0899 BTU/(h·ft²·°F),,0gAb5d1A120htF0tVYuwVG,,,,6' - 6 5/16",,,,New Construction,None,,,,,3,,Non-bearing,13.4664 BTU/(ft²·°F),11.1177 (h·ft²·°F)/BTU,Up to level: L2,-5' - 8",,Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,2cPAAN9ynEiAVL2RHeqi5J,,X01,5' - 10 1/2",,15.79 CF,0' - 5 3/8",
0.7,,54 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L1 - Block 37,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,Exterior,0.0899 BTU/(h·ft²·°F),,0gAb5d1A120htF0tVYuwUZ,,,,6' - 5 3/8",,,,New Construction,None,,,,,3,,Non-bearing,13.4664 BTU/(ft²·°F),11.1177 (h·ft²·°F)/BTU,Up to level: L2,-2' - 6",,Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,2cPAAN9ynEiAVL2RHeqi5J,,X01,9' - 0 1/2",,23.98 CF,0' - 5 3/8",
0.7,,454 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L1 - Block 37,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,Exterior,0.0899 BTU/(h·ft²·°F),,0gAb5d1A120htF0tVYuwUO,,,,10' - 9 7/8",,,,New Construction,None,,,,,3,,Non-bearing,13.4664 BTU/(ft²·°F),11.1177 (h·ft²·°F)/BTU,Up to level: Parapet 2,0' - 0",,Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,2cPAAN9ynEiAVL2RHeqi5J,,X01,74' - 3 1/2",,203.49 CF,0' - 5 3/8",
0.7,,62 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L1 - Block 37,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,Exterior,0.0899 BTU/(h·ft²·°F),,0gAb5d1A120htF0tVYuw2t,,,,1' - 9",,,,New Construction,None,,,,,3,,Non-bearing,13.4664 BTU/(ft²·°F),11.1177 (h·ft²·°F)/BTU,Up to level: R2,0' - 0",,Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,2cPAAN9ynEiAVL2RHeqi5J,,X01,62' - 3 1/2",,27.90 CF,0' - 5 3/8",
0.7,,62 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,L1 - Block 37,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,Exterior,0.0899 BTU/(h·ft²·°F),,0gAb5d1A120htF0tVYuw2s,,,,1' - 9",,,,New Construction,None,,,,,3,,Non-bearing,13.4664 BTU/(ft²·°F),11.1177 (h·ft²·°F)/BTU,Up to level: R2,0' - 0",,Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,2cPAAN9ynEiAVL2RHeqi5J,,X01,62' - 3 1/2",,27.90 CF,0' - 5 3/8",
0.7,,91 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,R2,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,Exterior,0.0899 BTU/(h·ft²·°F),,0gAb5d1A120htF0tVYuwDV,,,,8' - 2 11/16",,,,New Construction,None,,,,,3,,Non-bearing,13.4664 BTU/(ft²·°F),11.1177 (h·ft²·°F)/BTU,Up to level: Parapet 2,0' - 0",,Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,2cPAAN9ynEiAVL2RHeqi5J,,X01,12' - 0",,38.51 CF,0' - 5 3/8",
0.7,,306 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,R2,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,Exterior,0.0899 BTU/(h·ft²·°F),,2jtQFeVJ1Bz8UWF8lVSB4Z,,,,25' - 5 7/8",,,,New Construction,None,,,,,3,,Non-bearing,13.4664 BTU/(ft²·°F),11.1177 (h·ft²·°F)/BTU,Up to level: Parapet 2,0' - 0",,Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,2cPAAN9ynEiAVL2RHeqi5J,,X01,12' - 0",,134.68 CF,0' - 5 3/8",
0.7,,100 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,R2,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,Exterior,0.0899 BTU/(h·ft²·°F),,2jtQFeVJ1Bz8UWF8lVSB1R,,,,10' - 8 3/4",,,,New Construction,None,,,,,3,,Non-bearing,13.4664 BTU/(ft²·°F),11.1177 (h·ft²·°F)/BTU,Up to level: Parapet 2,0' - 0",,Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,2cPAAN9ynEiAVL2RHeqi5J,,X01,12' - 0",,42.52 CF,0' - 5 3/8",
0.7,,138 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,R2,0' - 10",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,Exterior,0.0899 BTU/(h·ft²·°F),,0UGxX1kPL6sx7IPcItoIdy,,,,12' - 1 3/16",,,,New Construction,None,,,,,3,,Non-bearing,13.4664 BTU/(ft²·°F),11.1177 (h·ft²·°F)/BTU,Up to level: Parapet 2,0' - 0",,Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,2cPAAN9ynEiAVL2RHeqi5J,,X01,11' - 2",,59.83 CF,0' - 5 3/8",
0.7,,54 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,R2,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,Exterior,0.0899 BTU/(h·ft²·°F),,0UGxX1kPL6sx7IPcItoId9,,,,6' - 6",,,,New Construction,None,,,,,3,,Non-bearing,13.4664 BTU/(ft²·°F),11.1177 (h·ft²·°F)/BTU,Up to level: Parapet 2,0' - 0",,Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,2cPAAN9ynEiAVL2RHeqi5J,,X01,12' - 0",,23.99 CF,0' - 5 3/8",
0.7,,81 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,R2,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,Exterior,0.0899 BTU/(h·ft²·°F),,0UGxX1kPL6sx7IPcItoIcC,,,,9' - 2",,,,New Construction,None,,,,,3,,Non-bearing,13.4664 BTU/(ft²·°F),11.1177 (h·ft²·°F)/BTU,Up to level: Parapet 2,0' - 0",,Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,2cPAAN9ynEiAVL2RHeqi5J,,X01,12' - 0",,34.48 CF,0' - 5 3/8",
0.7,,114 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,R2,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,Exterior,0.0899 BTU/(h·ft²·°F),,0UGxX1kPL6sx7IPcItoIXe,,,,9' - 8 13/16",,,,New Construction,None,,,,,3,,Non-bearing,13.4664 BTU/(ft²·°F),11.1177 (h·ft²·°F)/BTU,Up to level: Parapet 2,0' - 0",,Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,2cPAAN9ynEiAVL2RHeqi5J,,X01,12' - 0",,51.23 CF,0' - 5 3/8",
0.7,,110 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,R2,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,Exterior,0.0899 BTU/(h·ft²·°F),,0UGxX1kPL6sx7IPcItoIWc,,,,9' - 2",,,,New Construction,None,,,,,3,,Non-bearing,13.4664 BTU/(ft²·°F),11.1177 (h·ft²·°F)/BTU,Up to level: Parapet 2,0' - 0",,Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,2cPAAN9ynEiAVL2RHeqi5J,,X01,12' - 0",,47.37 CF,0' - 5 3/8",
0.7,,96 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,R2,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,Exterior,0.0899 BTU/(h·ft²·°F),,0UGxX1kPL6sx7IPcItoIWP,,,,8' - 2 13/16",,,,New Construction,None,,,,,3,,Non-bearing,13.4664 BTU/(ft²·°F),11.1177 (h·ft²·°F)/BTU,Up to level: Parapet 2,0' - 0",,Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,2cPAAN9ynEiAVL2RHeqi5J,,X01,12' - 0",,42.93 CF,0' - 5 3/8",
0.7,,110 SF,B2010158,Ext. Wall - Brick Veneer w/ Stud,,R2,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,Exterior,0.0899 BTU/(h·ft²·°F),,2j9OZGnbLExvPQRPWwI0XA,,,,9' - 7",,,,New Construction,None,,,,,3,,Non-bearing,13.4664 BTU/(ft²·°F),11.1177 (h·ft²·°F)/BTU,Up to level: Parapet 2,0' - 0",,Exterior - 5 3/8" Rainscreen w Insultation (for Concrete Core Walls),,,2cPAAN9ynEiAVL2RHeqi5J,,X01,12' - 0",,46.54 CF,0' - 5 3/8",
